Mdt;Valore Livello;Valore Liv. Superiore;Valore Liv. Superiore_1;Str.;C;Liv.Sede;Sezione;Tipologia;Componente;Tipo Elemento;Check
  100;B1            ;07                   ;9E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B1_07_9E_5
  100;B1            ;07                   ;AE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B1_07_AE_5
  100;B1            ;07                   ;BE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B1_07_BE_5
  100;B1            ;07                   ;CE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B1_07_CE_5
  100;B1            ;08                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B1_08_1E_5
  100;B1            ;08                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B1_08_2E_5
  100;B1            ;08                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B1_08_3E_5
  100;B1            ;09                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B1_09_1E_5
  100;B1            ;09                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B1_09_2E_5
  100;B1            ;09                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B1_09_3E_5
  100;B1            ;09                   ;4E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B1_09_4E_5
  100;B1            ;10                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B1_10_1E_5
  100;B1            ;10                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B1_10_2E_5
  100;B1            ;10                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B1_10_3E_5
  100;B1            ;11                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B1_11_1E_5
  100;B1            ;11                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B1_11_2E_5
  100;B1            ;11                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B1_11_3E_5
  100;B1            ;12                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B1_12_1E_5
  100;B1            ;12                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B1_12_2E_5
  100;B1            ;12                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B1_12_3E_5
  100;B2            ;01                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_01_1E_5
  100;B2            ;01                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_01_2E_5
  100;B2            ;01                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_01_3E_5
  100;B2            ;01                   ;4E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_01_4E_5
  100;B2            ;01                   ;5E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_01_5E_5
  100;B2            ;01                   ;6E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_01_6E_5
  100;B2            ;01                   ;7E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_01_7E_5
  100;B2            ;01                   ;8E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_01_8E_5
  100;B2            ;01                   ;9E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_01_9E_5
  100;B2            ;01                   ;AE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_01_AE_5
  100;B2            ;01                   ;BE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_01_BE_5
  100;B2            ;01                   ;CE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_01_CE_5
  100;B2            ;01                   ;DE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_01_DE_5
  100;B2            ;01                   ;EE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_01_EE_5
  100;B2            ;02                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_02_1E_5
  100;B2            ;02                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_02_2E_5
  100;B2            ;02                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_02_3E_5
  100;B2            ;02                   ;4E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_02_4E_5
  100;B2            ;02                   ;5E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_02_5E_5
  100;B2            ;02                   ;6E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_02_6E_5
  100;B2            ;02                   ;7E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_02_7E_5
  100;B2            ;02                   ;8E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_02_8E_5
  100;B2            ;02                   ;9E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_02_9E_5
  100;B2            ;02                   ;AE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_02_AE_5
  100;B2            ;02                   ;BE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_02_BE_5
  100;B2            ;02                   ;CE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_02_CE_5
  100;B2            ;02                   ;DE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_02_DE_5
  100;B2            ;02                   ;EE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_02_EE_5
  100;B2            ;03                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_03_1E_5
  100;B2            ;03                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_03_2E_5
  100;B2            ;03                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_03_3E_5
  100;B2            ;03                   ;4E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_03_4E_5
  100;B2            ;03                   ;5E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_03_5E_5
  100;B2            ;03                   ;6E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_03_6E_5
  100;B2            ;03                   ;7E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_03_7E_5
  100;B2            ;03                   ;8E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_03_8E_5
  100;B2            ;03                   ;9E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_03_9E_5
  100;B2            ;03                   ;AE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_03_AE_5
  100;B2            ;03                   ;BE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_03_BE_5
  100;B2            ;03                   ;CE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_03_CE_5
  100;B2            ;03                   ;DE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_03_DE_5
  100;B2            ;03                   ;EE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_03_EE_5
  100;B2            ;04                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_04_1E_5
  100;B2            ;04                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_04_2E_5
  100;B2            ;04                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_04_3E_5
  100;B2            ;04                   ;4E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_04_4E_5
  100;B2            ;04                   ;5E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_04_5E_5
  100;B2            ;04                   ;6E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_04_6E_5
  100;B2            ;04                   ;7E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_04_7E_5
  100;B2            ;04                   ;8E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_04_8E_5
  100;B2            ;04                   ;9E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_04_9E_5
  100;B2            ;04                   ;AE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_04_AE_5
  100;B2            ;04                   ;BE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_04_BE_5
  100;B2            ;04                   ;CE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_04_CE_5
  100;B2            ;04                   ;DE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_04_DE_5
  100;B2            ;04                   ;EE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_04_EE_5
  100;B2            ;05                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_05_1E_5
  100;B2            ;05                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_05_2E_5
  100;B2            ;05                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_05_3E_5
  100;B2            ;05                   ;4E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_05_4E_5
  100;B2            ;05                   ;5E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_05_5E_5
  100;B2            ;05                   ;6E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_05_6E_5
  100;B2            ;05                   ;7E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_05_7E_5
  100;B2            ;05                   ;8E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_05_8E_5
  100;B2            ;05                   ;9E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_05_9E_5
  100;B2            ;05                   ;AE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_05_AE_5
  100;B2            ;05                   ;BE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_05_BE_5
  100;B2            ;05                   ;CE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_05_CE_5
  100;B2            ;06                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_06_1E_5
  100;B2            ;06                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_06_2E_5
  100;B2            ;06                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_06_3E_5
  100;B2            ;06                   ;4E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_06_4E_5
  100;B2            ;06                   ;5E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_06_5E_5
  100;B2            ;06                   ;6E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_06_6E_5
  100;B2            ;06                   ;7E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_06_7E_5
  100;B2            ;06                   ;8E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_06_8E_5
  100;B2            ;06                   ;9E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_06_9E_5
  100;B2            ;06                   ;AE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_06_AE_5
  100;B2            ;06                   ;BE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_06_BE_5
  100;B2            ;06                   ;CE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_06_CE_5
  100;B2            ;07                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_07_1E_5
  100;B2            ;07                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_07_2E_5
  100;B2            ;07                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_07_3E_5
  100;B2            ;07                   ;4E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_07_4E_5
  100;B2            ;07                   ;5E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_07_5E_5
  100;B2            ;07                   ;6E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_07_6E_5
  100;B2            ;07                   ;7E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_07_7E_5
  100;B2            ;07                   ;8E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_07_8E_5
  100;B2            ;07                   ;9E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_07_9E_5
  100;B2            ;07                   ;AE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_07_AE_5
  100;B2            ;07                   ;BE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_07_BE_5
  100;B2            ;07                   ;CE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_07_CE_5
  100;B2            ;08                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_08_1E_5
  100;B2            ;08                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_08_2E_5
  100;B2            ;08                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_08_3E_5
  100;B2            ;09                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_09_1E_5
  100;B2            ;09                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_09_2E_5
  100;B2            ;09                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_09_3E_5
  100;B2            ;10                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_10_1E_5
  100;B2            ;10                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_10_2E_5
  100;B2            ;10                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_10_3E_5
  100;B2            ;11                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_11_1E_5
  100;B2            ;11                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_11_2E_5
  100;B2            ;11                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_11_3E_5
  100;B2            ;12                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_12_1E_5
  100;B2            ;12                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_12_2E_5
  100;B2            ;12                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B2_12_3E_5
  100;B3            ;01                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_01_1E_5
  100;B3            ;01                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_01_2E_5
  100;B3            ;01                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_01_3E_5
  100;B3            ;01                   ;4E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_01_4E_5
  100;B3            ;01                   ;5E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_01_5E_5
  100;B3            ;01                   ;6E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_01_6E_5
  100;B3            ;01                   ;7E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_01_7E_5
  100;B3            ;01                   ;8E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_01_8E_5
  100;B3            ;01                   ;9E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_01_9E_5
  100;B3            ;01                   ;AE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_01_AE_5
  100;B3            ;01                   ;BE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_01_BE_5
  100;B3            ;01                   ;CE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_01_CE_5
  100;B3            ;01                   ;DE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_01_DE_5
  100;B3            ;01                   ;EE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_01_EE_5
  100;B3            ;02                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_02_1E_5
  100;B3            ;02                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_02_2E_5
  100;B3            ;02                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_02_3E_5
  100;B3            ;02                   ;4E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_02_4E_5
  100;B3            ;02                   ;5E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_02_5E_5
  100;B3            ;02                   ;6E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_02_6E_5
  100;B3            ;02                   ;7E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_02_7E_5
  100;B3            ;02                   ;8E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_02_8E_5
  100;B3            ;02                   ;9E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_02_9E_5
  100;B3            ;02                   ;AE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_02_AE_5
  100;B3            ;02                   ;BE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_02_BE_5
  100;B3            ;02                   ;CE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_02_CE_5
  100;B3            ;02                   ;DE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_02_DE_5
  100;B3            ;02                   ;EE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_02_EE_5
  100;B3            ;03                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_03_1E_5
  100;B3            ;03                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_03_2E_5
  100;B3            ;03                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_03_3E_5
  100;B3            ;03                   ;4E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_03_4E_5
  100;B3            ;03                   ;5E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_03_5E_5
  100;B3            ;03                   ;6E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_03_6E_5
  100;B3            ;03                   ;7E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_03_7E_5
  100;B3            ;03                   ;8E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_03_8E_5
  100;B3            ;03                   ;9E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_03_9E_5
  100;B3            ;03                   ;AE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_03_AE_5
  100;B3            ;03                   ;BE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_03_BE_5
  100;B3            ;03                   ;CE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_03_CE_5
  100;B3            ;03                   ;DE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_03_DE_5
  100;B3            ;03                   ;EE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_03_EE_5
  100;B3            ;04                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_04_1E_5
  100;B3            ;04                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_04_2E_5
  100;B3            ;04                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_04_3E_5
  100;B3            ;04                   ;4E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_04_4E_5
  100;B3            ;04                   ;5E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_04_5E_5
  100;B3            ;04                   ;6E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_04_6E_5
  100;B3            ;04                   ;7E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_04_7E_5
  100;B3            ;04                   ;8E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_04_8E_5
  100;B3            ;04                   ;9E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_04_9E_5
  100;B3            ;04                   ;AE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_04_AE_5
  100;B3            ;04                   ;BE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_04_BE_5
  100;B3            ;04                   ;CE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_04_CE_5
  100;B3            ;04                   ;DE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_04_DE_5
  100;B3            ;04                   ;EE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_04_EE_5
  100;B3            ;05                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_05_1E_5
  100;B3            ;05                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_05_2E_5
  100;B3            ;05                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_05_3E_5
  100;B3            ;05                   ;4E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_05_4E_5
  100;B3            ;05                   ;5E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_05_5E_5
  100;B3            ;05                   ;6E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_05_6E_5
  100;B3            ;05                   ;7E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_05_7E_5
  100;B3            ;05                   ;8E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_05_8E_5
  100;B3            ;05                   ;9E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_05_9E_5
  100;B3            ;05                   ;AE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_05_AE_5
  100;B3            ;05                   ;BE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_05_BE_5
  100;B3            ;05                   ;CE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_05_CE_5
  100;B3            ;06                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_06_1E_5
  100;B3            ;06                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_06_2E_5
  100;B3            ;06                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_06_3E_5
  100;B3            ;06                   ;4E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_06_4E_5
  100;B3            ;06                   ;5E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_06_5E_5
  100;B3            ;06                   ;6E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_06_6E_5
  100;B3            ;06                   ;7E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_06_7E_5
  100;B3            ;06                   ;8E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_06_8E_5
  100;B3            ;06                   ;9E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_06_9E_5
  100;B3            ;06                   ;AE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_06_AE_5
  100;B3            ;06                   ;BE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_06_BE_5
  100;B3            ;06                   ;CE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_06_CE_5
  100;B3            ;07                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_07_1E_5
  100;B3            ;07                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_07_2E_5
  100;B3            ;07                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_07_3E_5
  100;B3            ;07                   ;4E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_07_4E_5
  100;B3            ;07                   ;5E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_07_5E_5
  100;B3            ;07                   ;6E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_07_6E_5
  100;B3            ;07                   ;7E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_07_7E_5
  100;B3            ;07                   ;8E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_07_8E_5
  100;B3            ;07                   ;9E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_07_9E_5
  100;B3            ;07                   ;AE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_07_AE_5
  100;B3            ;07                   ;BE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_07_BE_5
  100;B3            ;07                   ;CE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_07_CE_5
  100;B3            ;08                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_08_1E_5
  100;B3            ;08                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_08_2E_5
  100;B3            ;08                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_08_3E_5
  100;B3            ;09                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_09_1E_5
  100;B3            ;09                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_09_2E_5
  100;B3            ;09                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_09_3E_5
  100;B3            ;10                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_10_3E_5
  100;B3            ;11                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_11_3E_5
  100;B3            ;12                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B3_12_3E_5
  100;B4            ;01                   ;1E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B4_01_1E_5
  100;B4            ;01                   ;2E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B4_01_2E_5
  100;B4            ;01                   ;3E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B4_01_3E_5
  100;B4            ;01                   ;4E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B4_01_4E_5
  100;B4            ;01                   ;5E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B4_01_5E_5
  100;B4            ;01                   ;6E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B4_01_6E_5
  100;B4            ;01                   ;7E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B4_01_7E_5
  100;B4            ;01                   ;8E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B4_01_8E_5
  100;B4            ;01                   ;9E                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B4_01_9E_5
  100;B4            ;01                   ;AE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B4_01_AE_5
  100;B4            ;01                   ;BE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B4_01_BE_5
  100;B4            ;01                   ;CE                   ;Z-RES;E;5       ;0000   ;51       ;5180      ;             ;B4_01_CE_5
