FL,Livello_1,Livello_2,Livello_3,Livello_4,Livello_5,Livello_6,FL_Lunghezza,Check,Check_Result
USS-USJ6-03-01-17-TT,USS,USJ6,03,01,17,TT,6,TT_17_01_6,True
USS-USJ6-03-01-18,USS,USJ6,03,01,18,,5,18_01_03_5,True
USS-USJ6-03-01-18-01,USS,USJ6,03,01,18,01,6,01_18_01_6,True
USS-USJ6-03-01-18-TT,USS,USJ6,03,01,18,TT,6,TT_18_01_6,True
USS-USJ6-03-01-19,USS,USJ6,03,01,19,,5,19_01_03_5,True
USS-USJ6-03-01-19-01,USS,USJ6,03,01,19,01,6,01_19_01_6,True
USS-USJ6-03-01-19-TT,USS,USJ6,03,01,19,TT,6,TT_19_01_6,True
USS-USJ6-03-01-20,USS,USJ6,03,01,20,,5,20_01_03_5,True
USS-USJ6-03-01-20-01,USS,USJ6,03,01,20,01,6,01_20_01_6,True
USS-USJ6-03-01-20-TT,USS,USJ6,03,01,20,TT,6,TT_20_01_6,True
USS-USJ6-03-01-21,USS,USJ6,03,01,21,,5,21_01_03_5,True
USS-USJ6-03-01-21-01,USS,USJ6,03,01,21,01,6,01_21_01_6,True
USS-USJ6-03-01-21-TT,USS,USJ6,03,01,21,TT,6,TT_21_01_6,True
USS-USJ6-03-01-AC,USS,USJ6,03,01,AC,,5,AC_01_03_5,True
USS-USJ6-03-01-AC-GC,USS,USJ6,03,01,AC,GC,6,GC_AC_01_6,True
USS-USJ6-03-01-AC-IP,USS,USJ6,03,01,AC,IP,6,IP_AC_01_6,True
USS-USJ6-03-01-AR,USS,USJ6,03,01,AR,,5,AR_01_03_5,True
USS-USJ6-03-01-CO,USS,USJ6,03,01,CO,,5,CO_01_03_5,True
USS-USJ6-03-01-D1,USS,USJ6,03,01,D1,,5,D1_01_03_5,True
USS-USJ6-03-01-D1-GI,USS,USJ6,03,01,D1,GI,6,GI_D1_01_6,True
USS-USJ6-03-01-D1-MP,USS,USJ6,03,01,D1,MP,6,MP_D1_01_6,True
USS-USJ6-03-01-DS,USS,USJ6,03,01,DS,,5,DS_01_03_5,True
USS-USJ6-03-01-FU,USS,USJ6,03,01,FU,,5,FU_01_03_5,True
USS-USJ6-03-01-HI,USS,USJ6,03,01,HI,,5,HI_01_03_5,True
USS-USJ6-03-01-IS,USS,USJ6,03,01,IS,,5,IS_01_03_5,True
USS-USJ6-03-01-IT,USS,USJ6,03,01,IT,,5,IT_01_03_5,True
USS-USJ6-03-01-PS,USS,USJ6,03,01,PS,,5,PS_01_03_5,True
USS-USJ6-03-01-RC,USS,USJ6,03,01,RC,,5,RC_01_03_5,True
USS-USJ6-03-01-TK,USS,USJ6,03,01,TK,,5,TK_01_03_5,True
USS-USJ6-03-CL,USS,USJ6,03,CL,,,4,CL_03_4,True
USS-USJ6-03-LV,USS,USJ6,03,LV,,,4,LV_03_4,True
USS-USJ6-03-LV-CL,USS,USJ6,03,LV,CL,,5,CL_LV_03_5,True
USS-USJ6-03-LV-LA,USS,USJ6,03,LV,LA,,5,LA_LV_03_5,True
USS-USJ6-03-LV-LA-IT,USS,USJ6,03,LV,LA,IT,6,IT_LA_LV_6,True
USS-USJ6-03-LV-LA-TR,USS,USJ6,03,LV,LA,TR,6,TR_LA_LV_6,True
USS-USJ6-03-LV-LA-UN,USS,USJ6,03,LV,LA,UN,6,UN_LA_LV_6,True
USS-USJ6-03-LV-LA-UP,USS,USJ6,03,LV,LA,UP,6,UP_LA_LV_6,True
USS-USJ6-03-LV-LP,USS,USJ6,03,LV,LP,,5,LP_LV_03_5,True
USS-USJ6-03-LV-LP-01,USS,USJ6,03,LV,LP,01,6,01_LP_LV_6,True
USS-USJ6-03-LV-LP-CO,USS,USJ6,03,LV,LP,CO,6,CO_LP_LV_6,True
USS-USJ6-03-MV,USS,USJ6,03,MV,,,4,MV_03_4,True
USS-USJ6-03-MV-CL,USS,USJ6,03,MV,CL,,5,CL_MV_03_5,True
USS-USJ6-03-MV-IT,USS,USJ6,03,MV,IT,,5,IT_MV_03_5,True
USS-USJ6-03-MV-PR,USS,USJ6,03,MV,PR,,5,PR_MV_03_5,True
USS-USJ6-03-MV-SZ,USS,USJ6,03,MV,SZ,,5,SZ_MV_03_5,True
USS-USJ6-03-OC,USS,USJ6,03,OC,,,4,OC_03_4,True
USS-USJ6-03-OC-FO,USS,USJ6,03,OC,FO,,5,FO_OC_03_5,True
USS-USJ6-03-OC-MR,USS,USJ6,03,OC,MR,,5,MR_OC_03_5,True
USS-USJ6-03-ST,USS,USJ6,03,ST,,,4,ST_03_4,True
USS-USJ6-03-ST-S1,USS,USJ6,03,ST,S1,,5,S1_ST_03_5,True
USS-USJ6-03-ST-S2,USS,USJ6,03,ST,S2,,5,S2_ST_03_5,True
USS-USJ6-03-ST-S4,USS,USJ6,03,ST,S4,,5,S4_ST_03_5,True
USS-USJ6-03-T1,USS,USJ6,03,T1,,,4,T1_03_4,True
USS-USJ6-03-T1-PT,USS,USJ6,03,T1,PT,,5,PT_T1_03_5,True
USS-USJ6-03-TC,USS,USJ6,03,TC,,,4,TC_03_4,True
USS-USJ6-03-TC-AP,USS,USJ6,03,TC,AP,,5,AP_TC_03_5,True
USS-USJ6-03-TC-LN,USS,USJ6,03,TC,LN,,5,LN_TC_03_5,True
USS-USJ6-03-TS,USS,USJ6,03,TS,,,4,TS_03_4,True
USS-USJ6-03-TS-TA,USS,USJ6,03,TS,TA,,5,TA_TS_03_5,True
USS-USJ6-03-TS-TS,USS,USJ6,03,TS,TS,,5,TS_TS_03_5,True
USS-USJ6-03-TT,USS,USJ6,03,TT,,,4,TT_03_4,True
USS-USJ6-03-UP,USS,USJ6,03,UP,,,4,UP_03_4,True
USS-USJ6-04,USS,USJ6,04,,,,3,,True
USS-USJ6-04-01,USS,USJ6,04,01,,,4,01_04_4,True
USS-USJ6-04-01-01,USS,USJ6,04,01,01,,5,01_01_04_5,True
USS-USJ6-04-01-01-01,USS,USJ6,04,01,01,01,6,01_01_01_6,True
USS-USJ6-04-01-01-TT,USS,USJ6,04,01,01,TT,6,TT_01_01_6,True
USS-USJ6-04-01-02,USS,USJ6,04,01,02,,5,02_01_04_5,True
USS-USJ6-04-01-02-01,USS,USJ6,04,01,02,01,6,01_02_01_6,True
USS-USJ6-04-01-02-TT,USS,USJ6,04,01,02,TT,6,TT_02_01_6,True
USS-USJ6-04-01-03,USS,USJ6,04,01,03,,5,03_01_04_5,True
USS-USJ6-04-01-03-01,USS,USJ6,04,01,03,01,6,01_03_01_6,True
USS-USJ6-04-01-03-TT,USS,USJ6,04,01,03,TT,6,TT_03_01_6,True
USS-USJ6-04-01-04,USS,USJ6,04,01,04,,5,04_01_04_5,True
USS-USJ6-04-01-04-01,USS,USJ6,04,01,04,01,6,01_04_01_6,True
USS-USJ6-04-01-04-TT,USS,USJ6,04,01,04,TT,6,TT_04_01_6,True
USS-USJ6-04-01-05,USS,USJ6,04,01,05,,5,05_01_04_5,True
USS-USJ6-04-01-05-01,USS,USJ6,04,01,05,01,6,01_05_01_6,True
USS-USJ6-04-01-05-TT,USS,USJ6,04,01,05,TT,6,TT_05_01_6,True
USS-USJ6-04-01-06,USS,USJ6,04,01,06,,5,06_01_04_5,True
USS-USJ6-04-01-06-01,USS,USJ6,04,01,06,01,6,01_06_01_6,True
USS-USJ6-04-01-06-TT,USS,USJ6,04,01,06,TT,6,TT_06_01_6,True
USS-USJ6-04-01-07,USS,USJ6,04,01,07,,5,07_01_04_5,True
USS-USJ6-04-01-07-01,USS,USJ6,04,01,07,01,6,01_07_01_6,True
USS-USJ6-04-01-07-TT,USS,USJ6,04,01,07,TT,6,TT_07_01_6,True
USS-USJ6-04-01-08,USS,USJ6,04,01,08,,5,08_01_04_5,True
USS-USJ6-04-01-08-01,USS,USJ6,04,01,08,01,6,01_08_01_6,True
USS-USJ6-04-01-08-TT,USS,USJ6,04,01,08,TT,6,TT_08_01_6,True
USS-USJ6-04-01-09,USS,USJ6,04,01,09,,5,09_01_04_5,True
USS-USJ6-04-01-09-01,USS,USJ6,04,01,09,01,6,01_09_01_6,True
USS-USJ6-04-01-09-TT,USS,USJ6,04,01,09,TT,6,TT_09_01_6,True
USS-USJ6-04-01-10,USS,USJ6,04,01,10,,5,10_01_04_5,True
USS-USJ6-04-01-10-01,USS,USJ6,04,01,10,01,6,01_10_01_6,True
USS-USJ6-04-01-10-TT,USS,USJ6,04,01,10,TT,6,TT_10_01_6,True
USS-USJ6-04-01-11,USS,USJ6,04,01,11,,5,11_01_04_5,True
USS-USJ6-04-01-11-01,USS,USJ6,04,01,11,01,6,01_11_01_6,True
USS-USJ6-04-01-11-TT,USS,USJ6,04,01,11,TT,6,TT_11_01_6,True
USS-USJ6-04-01-12,USS,USJ6,04,01,12,,5,12_01_04_5,True
USS-USJ6-04-01-12-01,USS,USJ6,04,01,12,01,6,01_12_01_6,True
USS-USJ6-04-01-12-TT,USS,USJ6,04,01,12,TT,6,TT_12_01_6,True
USS-USJ6-04-01-13,USS,USJ6,04,01,13,,5,13_01_04_5,True
USS-USJ6-04-01-13-01,USS,USJ6,04,01,13,01,6,01_13_01_6,True
USS-USJ6-04-01-13-TT,USS,USJ6,04,01,13,TT,6,TT_13_01_6,True
USS-USJ6-04-01-14,USS,USJ6,04,01,14,,5,14_01_04_5,True
USS-USJ6-04-01-14-01,USS,USJ6,04,01,14,01,6,01_14_01_6,True
USS-USJ6-04-01-14-TT,USS,USJ6,04,01,14,TT,6,TT_14_01_6,True
USS-USJ6-04-01-15,USS,USJ6,04,01,15,,5,15_01_04_5,True
USS-USJ6-04-01-15-01,USS,USJ6,04,01,15,01,6,01_15_01_6,True
USS-USJ6-04-01-15-TT,USS,USJ6,04,01,15,TT,6,TT_15_01_6,True
USS-USJ6-04-01-16,USS,USJ6,04,01,16,,5,16_01_04_5,True
USS-USJ6-04-01-16-01,USS,USJ6,04,01,16,01,6,01_16_01_6,True
USS-USJ6-04-01-16-TT,USS,USJ6,04,01,16,TT,6,TT_16_01_6,True
USS-USJ6-04-01-17,USS,USJ6,04,01,17,,5,17_01_04_5,True
USS-USJ6-04-01-17-01,USS,USJ6,04,01,17,01,6,01_17_01_6,True
USS-USJ6-04-01-17-TT,USS,USJ6,04,01,17,TT,6,TT_17_01_6,True
USS-USJ6-04-01-18,USS,USJ6,04,01,18,,5,18_01_04_5,True
USS-USJ6-04-01-18-01,USS,USJ6,04,01,18,01,6,01_18_01_6,True
USS-USJ6-04-01-18-TT,USS,USJ6,04,01,18,TT,6,TT_18_01_6,True
USS-USJ6-04-01-19,USS,USJ6,04,01,19,,5,19_01_04_5,True
USS-USJ6-04-01-19-01,USS,USJ6,04,01,19,01,6,01_19_01_6,True
USS-USJ6-04-01-19-TT,USS,USJ6,04,01,19,TT,6,TT_19_01_6,True
USS-USJ6-04-01-20,USS,USJ6,04,01,20,,5,20_01_04_5,True
USS-USJ6-04-01-20-01,USS,USJ6,04,01,20,01,6,01_20_01_6,True
USS-USJ6-04-01-20-TT,USS,USJ6,04,01,20,TT,6,TT_20_01_6,True
USS-USJ6-04-01-21,USS,USJ6,04,01,21,,5,21_01_04_5,True
USS-USJ6-04-01-21-01,USS,USJ6,04,01,21,01,6,01_21_01_6,True
USS-USJ6-04-01-21-TT,USS,USJ6,04,01,21,TT,6,TT_21_01_6,True
USS-USJ6-04-01-AC,USS,USJ6,04,01,AC,,5,AC_01_04_5,True
USS-USJ6-04-01-AC-GC,USS,USJ6,04,01,AC,GC,6,GC_AC_01_6,True
USS-USJ6-04-01-AC-IP,USS,USJ6,04,01,AC,IP,6,IP_AC_01_6,True
USS-USJ6-04-01-AR,USS,USJ6,04,01,AR,,5,AR_01_04_5,True
USS-USJ6-04-01-CO,USS,USJ6,04,01,CO,,5,CO_01_04_5,True
USS-USJ6-04-01-D1,USS,USJ6,04,01,D1,,5,D1_01_04_5,True
USS-USJ6-04-01-D1-GI,USS,USJ6,04,01,D1,GI,6,GI_D1_01_6,True
USS-USJ6-04-01-D1-MP,USS,USJ6,04,01,D1,MP,6,MP_D1_01_6,True
USS-USJ6-04-01-DS,USS,USJ6,04,01,DS,,5,DS_01_04_5,True
USS-USJ6-04-01-FU,USS,USJ6,04,01,FU,,5,FU_01_04_5,True
USS-USJ6-04-01-HI,USS,USJ6,04,01,HI,,5,HI_01_04_5,True
USS-USJ6-04-01-IS,USS,USJ6,04,01,IS,,5,IS_01_04_5,True
USS-USJ6-04-01-IT,USS,USJ6,04,01,IT,,5,IT_01_04_5,True
USS-USJ6-04-01-PS,USS,USJ6,04,01,PS,,5,PS_01_04_5,True
USS-USJ6-04-01-RC,USS,USJ6,04,01,RC,,5,RC_01_04_5,True
USS-USJ6-04-01-TK,USS,USJ6,04,01,TK,,5,TK_01_04_5,True
USS-USJ6-04-CL,USS,USJ6,04,CL,,,4,CL_04_4,True
USS-USJ6-04-LV,USS,USJ6,04,LV,,,4,LV_04_4,True
USS-USJ6-04-LV-CL,USS,USJ6,04,LV,CL,,5,CL_LV_04_5,True
USS-USJ6-04-LV-LA,USS,USJ6,04,LV,LA,,5,LA_LV_04_5,True
USS-USJ6-04-LV-LA-IT,USS,USJ6,04,LV,LA,IT,6,IT_LA_LV_6,True
USS-USJ6-04-LV-LA-TR,USS,USJ6,04,LV,LA,TR,6,TR_LA_LV_6,True
USS-USJ6-04-LV-LA-UN,USS,USJ6,04,LV,LA,UN,6,UN_LA_LV_6,True
USS-USJ6-04-LV-LA-UP,USS,USJ6,04,LV,LA,UP,6,UP_LA_LV_6,True
USS-USJ6-04-LV-LP,USS,USJ6,04,LV,LP,,5,LP_LV_04_5,True
USS-USJ6-04-LV-LP-01,USS,USJ6,04,LV,LP,01,6,01_LP_LV_6,True
USS-USJ6-04-LV-LP-CO,USS,USJ6,04,LV,LP,CO,6,CO_LP_LV_6,True
USS-USJ6-04-MV,USS,USJ6,04,MV,,,4,MV_04_4,True
USS-USJ6-04-MV-CL,USS,USJ6,04,MV,CL,,5,CL_MV_04_5,True
USS-USJ6-04-MV-IT,USS,USJ6,04,MV,IT,,5,IT_MV_04_5,True
USS-USJ6-04-MV-PR,USS,USJ6,04,MV,PR,,5,PR_MV_04_5,True
USS-USJ6-04-MV-SZ,USS,USJ6,04,MV,SZ,,5,SZ_MV_04_5,True
USS-USJ6-04-OC,USS,USJ6,04,OC,,,4,OC_04_4,True
USS-USJ6-04-OC-FO,USS,USJ6,04,OC,FO,,5,FO_OC_04_5,True
USS-USJ6-04-OC-MR,USS,USJ6,04,OC,MR,,5,MR_OC_04_5,True
USS-USJ6-04-ST,USS,USJ6,04,ST,,,4,ST_04_4,True
USS-USJ6-04-ST-S1,USS,USJ6,04,ST,S1,,5,S1_ST_04_5,True
USS-USJ6-04-ST-S2,USS,USJ6,04,ST,S2,,5,S2_ST_04_5,True
USS-USJ6-04-ST-S4,USS,USJ6,04,ST,S4,,5,S4_ST_04_5,True
USS-USJ6-04-T1,USS,USJ6,04,T1,,,4,T1_04_4,True
USS-USJ6-04-T1-PT,USS,USJ6,04,T1,PT,,5,PT_T1_04_5,True
USS-USJ6-04-TC,USS,USJ6,04,TC,,,4,TC_04_4,True
USS-USJ6-04-TC-AP,USS,USJ6,04,TC,AP,,5,AP_TC_04_5,True
USS-USJ6-04-TC-LN,USS,USJ6,04,TC,LN,,5,LN_TC_04_5,True
USS-USJ6-04-TC-SM,USS,USJ6,04,TC,SM,,5,SM_TC_04_5,True
USS-USJ6-04-TC-SM-BI,USS,USJ6,04,TC,SM,BI,6,BI_SM_TC_6,True
USS-USJ6-04-TC-SM-HU,USS,USJ6,04,TC,SM,HU,6,HU_SM_TC_6,True
USS-USJ6-04-TC-SM-IR,USS,USJ6,04,TC,SM,IR,6,IR_SM_TC_6,True
USS-USJ6-04-TC-SM-MS,USS,USJ6,04,TC,SM,MS,6,MS_SM_TC_6,True
USS-USJ6-04-TC-SM-PR,USS,USJ6,04,TC,SM,PR,6,PR_SM_TC_6,True
USS-USJ6-04-TC-SM-RI,USS,USJ6,04,TC,SM,RI,6,RI_SM_TC_6,True
USS-USJ6-04-TC-SM-SO,USS,USJ6,04,TC,SM,SO,6,SO_SM_TC_6,True
USS-USJ6-04-TC-SM-TA,USS,USJ6,04,TC,SM,TA,6,TA_SM_TC_6,True
USS-USJ6-04-TC-SM-TM,USS,USJ6,04,TC,SM,TM,6,TM_SM_TC_6,True
USS-USJ6-04-TC-SM-WE,USS,USJ6,04,TC,SM,WE,6,WE_SM_TC_6,True
USS-USJ6-04-TC-SM-WI,USS,USJ6,04,TC,SM,WI,6,WI_SM_TC_6,True
USS-USJ6-04-TC-SM-WU,USS,USJ6,04,TC,SM,WU,6,WU_SM_TC_6,True
USS-USJ6-04-TS,USS,USJ6,04,TS,,,4,TS_04_4,True
USS-USJ6-04-TS-TA,USS,USJ6,04,TS,TA,,5,TA_TS_04_5,True
USS-USJ6-04-TS-TS,USS,USJ6,04,TS,TS,,5,TS_TS_04_5,True
USS-USJ6-04-TT,USS,USJ6,04,TT,,,4,TT_04_4,True
USS-USJ6-04-UP,USS,USJ6,04,UP,,,4,UP_04_4,True
USS-USJ6-05,USS,USJ6,05,,,,3,,True
USS-USJ6-05-01,USS,USJ6,05,01,,,4,01_05_4,True
USS-USJ6-05-01-01,USS,USJ6,05,01,01,,5,01_01_05_5,True
USS-USJ6-05-01-01-01,USS,USJ6,05,01,01,01,6,01_01_01_6,True
USS-USJ6-05-01-01-TT,USS,USJ6,05,01,01,TT,6,TT_01_01_6,True
USS-USJ6-05-01-02,USS,USJ6,05,01,02,,5,02_01_05_5,True
USS-USJ6-05-01-02-01,USS,USJ6,05,01,02,01,6,01_02_01_6,True
USS-USJ6-05-01-02-TT,USS,USJ6,05,01,02,TT,6,TT_02_01_6,True
USS-USJ6-05-01-03,USS,USJ6,05,01,03,,5,03_01_05_5,True
USS-USJ6-05-01-03-01,USS,USJ6,05,01,03,01,6,01_03_01_6,True
USS-USJ6-05-01-03-TT,USS,USJ6,05,01,03,TT,6,TT_03_01_6,True
USS-USJ6-05-01-04,USS,USJ6,05,01,04,,5,04_01_05_5,True
USS-USJ6-05-01-04-01,USS,USJ6,05,01,04,01,6,01_04_01_6,True
USS-USJ6-05-01-04-TT,USS,USJ6,05,01,04,TT,6,TT_04_01_6,True
USS-USJ6-05-01-05,USS,USJ6,05,01,05,,5,05_01_05_5,True
USS-USJ6-05-01-05-01,USS,USJ6,05,01,05,01,6,01_05_01_6,True
USS-USJ6-05-01-05-TT,USS,USJ6,05,01,05,TT,6,TT_05_01_6,True
USS-USJ6-05-01-06,USS,USJ6,05,01,06,,5,06_01_05_5,True
USS-USJ6-05-01-06-01,USS,USJ6,05,01,06,01,6,01_06_01_6,True
USS-USJ6-05-01-06-TT,USS,USJ6,05,01,06,TT,6,TT_06_01_6,True
USS-USJ6-05-01-07,USS,USJ6,05,01,07,,5,07_01_05_5,True
USS-USJ6-05-01-07-01,USS,USJ6,05,01,07,01,6,01_07_01_6,True
USS-USJ6-05-01-07-TT,USS,USJ6,05,01,07,TT,6,TT_07_01_6,True
USS-USJ6-05-01-08,USS,USJ6,05,01,08,,5,08_01_05_5,True
USS-USJ6-05-01-08-01,USS,USJ6,05,01,08,01,6,01_08_01_6,True
USS-USJ6-05-01-08-TT,USS,USJ6,05,01,08,TT,6,TT_08_01_6,True
USS-USJ6-05-01-09,USS,USJ6,05,01,09,,5,09_01_05_5,True
USS-USJ6-05-01-09-01,USS,USJ6,05,01,09,01,6,01_09_01_6,True
USS-USJ6-05-01-09-TT,USS,USJ6,05,01,09,TT,6,TT_09_01_6,True
USS-USJ6-05-01-10,USS,USJ6,05,01,10,,5,10_01_05_5,True
USS-USJ6-05-01-10-01,USS,USJ6,05,01,10,01,6,01_10_01_6,True
USS-USJ6-05-01-10-TT,USS,USJ6,05,01,10,TT,6,TT_10_01_6,True
USS-USJ6-05-01-11,USS,USJ6,05,01,11,,5,11_01_05_5,True
USS-USJ6-05-01-11-01,USS,USJ6,05,01,11,01,6,01_11_01_6,True
USS-USJ6-05-01-11-TT,USS,USJ6,05,01,11,TT,6,TT_11_01_6,True
USS-USJ6-05-01-12,USS,USJ6,05,01,12,,5,12_01_05_5,True
USS-USJ6-05-01-12-01,USS,USJ6,05,01,12,01,6,01_12_01_6,True
USS-USJ6-05-01-12-TT,USS,USJ6,05,01,12,TT,6,TT_12_01_6,True
USS-USJ6-05-01-13,USS,USJ6,05,01,13,,5,13_01_05_5,True
USS-USJ6-05-01-13-01,USS,USJ6,05,01,13,01,6,01_13_01_6,True
USS-USJ6-05-01-13-TT,USS,USJ6,05,01,13,TT,6,TT_13_01_6,True
USS-USJ6-05-01-14,USS,USJ6,05,01,14,,5,14_01_05_5,True
USS-USJ6-05-01-14-01,USS,USJ6,05,01,14,01,6,01_14_01_6,True
USS-USJ6-05-01-14-TT,USS,USJ6,05,01,14,TT,6,TT_14_01_6,True
USS-USJ6-05-01-15,USS,USJ6,05,01,15,,5,15_01_05_5,True
USS-USJ6-05-01-15-01,USS,USJ6,05,01,15,01,6,01_15_01_6,True
USS-USJ6-05-01-15-TT,USS,USJ6,05,01,15,TT,6,TT_15_01_6,True
USS-USJ6-05-01-16,USS,USJ6,05,01,16,,5,16_01_05_5,True
USS-USJ6-05-01-16-01,USS,USJ6,05,01,16,01,6,01_16_01_6,True
USS-USJ6-05-01-16-TT,USS,USJ6,05,01,16,TT,6,TT_16_01_6,True
USS-USJ6-05-01-17,USS,USJ6,05,01,17,,5,17_01_05_5,True
USS-USJ6-05-01-17-01,USS,USJ6,05,01,17,01,6,01_17_01_6,True
USS-USJ6-05-01-17-TT,USS,USJ6,05,01,17,TT,6,TT_17_01_6,True
USS-USJ6-05-01-18,USS,USJ6,05,01,18,,5,18_01_05_5,True
USS-USJ6-05-01-18-01,USS,USJ6,05,01,18,01,6,01_18_01_6,True
USS-USJ6-05-01-18-TT,USS,USJ6,05,01,18,TT,6,TT_18_01_6,True
USS-USJ6-05-01-19,USS,USJ6,05,01,19,,5,19_01_05_5,True
USS-USJ6-05-01-19-01,USS,USJ6,05,01,19,01,6,01_19_01_6,True
USS-USJ6-05-01-19-TT,USS,USJ6,05,01,19,TT,6,TT_19_01_6,True
USS-USJ6-05-01-20,USS,USJ6,05,01,20,,5,20_01_05_5,True
USS-USJ6-05-01-20-01,USS,USJ6,05,01,20,01,6,01_20_01_6,True
USS-USJ6-05-01-20-TT,USS,USJ6,05,01,20,TT,6,TT_20_01_6,True
USS-USJ6-05-01-AC,USS,USJ6,05,01,AC,,5,AC_01_05_5,True
USS-USJ6-05-01-AC-GC,USS,USJ6,05,01,AC,GC,6,GC_AC_01_6,True
USS-USJ6-05-01-AC-IP,USS,USJ6,05,01,AC,IP,6,IP_AC_01_6,True
USS-USJ6-05-01-AR,USS,USJ6,05,01,AR,,5,AR_01_05_5,True
USS-USJ6-05-01-CO,USS,USJ6,05,01,CO,,5,CO_01_05_5,True
USS-USJ6-05-01-D1,USS,USJ6,05,01,D1,,5,D1_01_05_5,True
USS-USJ6-05-01-D1-GI,USS,USJ6,05,01,D1,GI,6,GI_D1_01_6,True
USS-USJ6-05-01-D1-MP,USS,USJ6,05,01,D1,MP,6,MP_D1_01_6,True
USS-USJ6-05-01-DS,USS,USJ6,05,01,DS,,5,DS_01_05_5,True
USS-USJ6-05-01-FU,USS,USJ6,05,01,FU,,5,FU_01_05_5,True
USS-USJ6-05-01-HI,USS,USJ6,05,01,HI,,5,HI_01_05_5,True
USS-USJ6-05-01-IS,USS,USJ6,05,01,IS,,5,IS_01_05_5,True
USS-USJ6-05-01-IT,USS,USJ6,05,01,IT,,5,IT_01_05_5,True
USS-USJ6-05-01-PS,USS,USJ6,05,01,PS,,5,PS_01_05_5,True
USS-USJ6-05-01-RC,USS,USJ6,05,01,RC,,5,RC_01_05_5,True
USS-USJ6-05-01-TK,USS,USJ6,05,01,TK,,5,TK_01_05_5,True
USS-USJ6-05-CL,USS,USJ6,05,CL,,,4,CL_05_4,True
USS-USJ6-05-LV,USS,USJ6,05,LV,,,4,LV_05_4,True
USS-USJ6-05-LV-CL,USS,USJ6,05,LV,CL,,5,CL_LV_05_5,True
USS-USJ6-05-LV-LA,USS,USJ6,05,LV,LA,,5,LA_LV_05_5,True
USS-USJ6-05-LV-LA-IT,USS,USJ6,05,LV,LA,IT,6,IT_LA_LV_6,True
USS-USJ6-05-LV-LA-TR,USS,USJ6,05,LV,LA,TR,6,TR_LA_LV_6,True
USS-USJ6-05-LV-LA-UN,USS,USJ6,05,LV,LA,UN,6,UN_LA_LV_6,True
USS-USJ6-05-LV-LA-UP,USS,USJ6,05,LV,LA,UP,6,UP_LA_LV_6,True
USS-USJ6-05-LV-LP,USS,USJ6,05,LV,LP,,5,LP_LV_05_5,True
USS-USJ6-05-LV-LP-01,USS,USJ6,05,LV,LP,01,6,01_LP_LV_6,True
USS-USJ6-05-LV-LP-CO,USS,USJ6,05,LV,LP,CO,6,CO_LP_LV_6,True
USS-USJ6-05-MV,USS,USJ6,05,MV,,,4,MV_05_4,True
USS-USJ6-05-MV-CL,USS,USJ6,05,MV,CL,,5,CL_MV_05_5,True
USS-USJ6-05-MV-IT,USS,USJ6,05,MV,IT,,5,IT_MV_05_5,True
USS-USJ6-05-MV-PR,USS,USJ6,05,MV,PR,,5,PR_MV_05_5,True
USS-USJ6-05-MV-SZ,USS,USJ6,05,MV,SZ,,5,SZ_MV_05_5,True
USS-USJ6-05-OC,USS,USJ6,05,OC,,,4,OC_05_4,True
USS-USJ6-05-OC-FO,USS,USJ6,05,OC,FO,,5,FO_OC_05_5,True
USS-USJ6-05-OC-MR,USS,USJ6,05,OC,MR,,5,MR_OC_05_5,True
USS-USJ6-05-ST,USS,USJ6,05,ST,,,4,ST_05_4,True
USS-USJ6-05-ST-S1,USS,USJ6,05,ST,S1,,5,S1_ST_05_5,True
USS-USJ6-05-ST-S2,USS,USJ6,05,ST,S2,,5,S2_ST_05_5,True
USS-USJ6-05-ST-S4,USS,USJ6,05,ST,S4,,5,S4_ST_05_5,True
USS-USJ6-05-T1,USS,USJ6,05,T1,,,4,T1_05_4,True
USS-USJ6-05-T1-PT,USS,USJ6,05,T1,PT,,5,PT_T1_05_5,True
USS-USJ6-05-TC,USS,USJ6,05,TC,,,4,TC_05_4,True
USS-USJ6-05-TC-AP,USS,USJ6,05,TC,AP,,5,AP_TC_05_5,True
USS-USJ6-05-TC-LN,USS,USJ6,05,TC,LN,,5,LN_TC_05_5,True
USS-USJ6-05-TS,USS,USJ6,05,TS,,,4,TS_05_4,True
USS-USJ6-05-TS-TA,USS,USJ6,05,TS,TA,,5,TA_TS_05_5,True
USS-USJ6-05-TS-TS,USS,USJ6,05,TS,TS,,5,TS_TS_05_5,True
USS-USJ6-05-TT,USS,USJ6,05,TT,,,4,TT_05_4,True
USS-USJ6-05-UP,USS,USJ6,05,UP,,,4,UP_05_4,True
USS-USJ6-06,USS,USJ6,06,,,,3,,True
USS-USJ6-06-01,USS,USJ6,06,01,,,4,01_06_4,True
USS-USJ6-06-01-01,USS,USJ6,06,01,01,,5,01_01_06_5,True
USS-USJ6-06-01-01-01,USS,USJ6,06,01,01,01,6,01_01_01_6,True
USS-USJ6-06-01-01-TT,USS,USJ6,06,01,01,TT,6,TT_01_01_6,True
USS-USJ6-06-01-02,USS,USJ6,06,01,02,,5,02_01_06_5,True
USS-USJ6-06-01-02-01,USS,USJ6,06,01,02,01,6,01_02_01_6,True
USS-USJ6-06-01-02-TT,USS,USJ6,06,01,02,TT,6,TT_02_01_6,True
USS-USJ6-06-01-03,USS,USJ6,06,01,03,,5,03_01_06_5,True
USS-USJ6-06-01-03-01,USS,USJ6,06,01,03,01,6,01_03_01_6,True
