FL;Description;AM Section;AM Part;AM Component;Element Type;Tech.Obj.SAP CODE;Catalog Profile
kkH-yyyy-Gk-LVx-11-16;Sezionatore;0000;11;1150;ALI;FL_LVSECT;FL00000H
kkH-yyyy-Gk-LVx-12;Automatismi servizi ausialiari BT;0000;11;1150;ALI;FL_LVSECT;FL00000H
kkH-yyyy-Gk-LVx-13;Collegamenti BT;0000;11;1150;ALI;FL_LVSECT;FL00000H
kkH-yyyy-Gk-LVx-18;Contatori energia;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Gk-LVx-19;Protezioni elettriche ;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Gk-TRx;Trasformatore di gruppo;0000;11;1141;TRF;FL_TR_UNIT;FL00000H
kkH-yyyy-Gk-TRx-10;Trasformatore;0000;11;1141;TRF;FL_TR_UNIT;FL00000H
kkH-yyyy-Gk-TRx-11;Trasformatori 380 KV;0000;11;1141;ALI;FL_TR_UNIT;FL00000H
kkH-yyyy-Gk-TRx-12;Trasformatori 220 kV;0000;11;1141;ALI;FL_TR_UNIT;FL00000H
kkH-yyyy-Gk-TRx-13;Trasformatori 132- 150 kV;0000;11;1141;ALI;FL_TR_UNIT;FL00000H
kkH-yyyy-Gk-TRx-14;Trasformatori <132 kV;0000;11;1141;ALI;FL_TR_UNIT;FL00000H
kkH-yyyy-Gk-TRx-15;Trasformatori <=30 kV;0000;11;1141;ALI;FL_TR_UNIT;FL00000H
kkH-yyyy-Gk-TRx-16;Componenti ausiliari;0000;11;1141;ALI;FL_TR_UNIT;FL00000H
kkH-yyyy-Gk-TRx-19;Protezione elettriche;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Gk-SMx;Servizi ausiliari M.T.;0000;11;1150;ALI;FL_MVSECT;FL00000H
kkH-yyyy-Gk-SMx-10;Sensori di corrente e di tensione (TA/TV);0000;11;1150;ALI;FL_MVSECT;FL00000H
kkH-yyyy-Gk-SMx-11;Quadri M.T.;0000;11;1150;ALI;FL_MVSECT;FL00000H
kkH-yyyy-Gk-SMx-12;Automatismi servizi ausiliari M.T.;0000;11;1150;ALI;FL_MVSECT;FL00000H
kkH-yyyy-Gk-SMx-13;Collegamenti M.T.;0000;11;1150;ALI;FL_MVSECT;FL00000H
kkH-yyyy-Gk-SMx-14;Trasformatori SA;0000;11;1150;TRF;FL_MVSECT;FL00000H
kkH-yyyy-Gk-SLx;Servizi ausiliari B.T.;0000;11;1150;ALI;FL_LVSECT;FL00000H
kkH-yyyy-Gk-SLx-10;Sensori di corrente e di tensione (TA/TV);0000;11;1150;ALI;FL_LVSECT;FL00000H
kkH-yyyy-Gk-SLx-11;Quadri B.T.;0000;11;1150;ALI;FL_LVSECT;FL00000H
kkH-yyyy-Gk-SLx-12;Automatismi servizi ausiliari B.T.;0000;11;1150;ALI;FL_LVSECT;FL00000H
kkH-yyyy-Gk-SLx-13;Collegamenti B.T.;0000;11;1150;ALI;FL_LVSECT;FL00000H
kkH-yyyy-Gk-SLx-14;Trasformatori SA;0000;11;1150;TRF;FL_LVSECT;FL00000H
kkH-yyyy-Gk-DCx;Servizi ausiliari C.C.;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-DCx-10;Quadri raddrizzatori;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-DCx-11;Batterie;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-DCx-12;Quadri in C.C.;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-DCx-16;Collegamenti C.C.;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-RIx;Rifasamento;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-RIx-10;Condensatori statici;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-RIx-11;Reattori;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-RIx-21;Eccitazione sincrono;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-RIx-22;Regolatore di tensione;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-RIx-23;Supporti;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-RIx-24;Impianto di raffreddamento;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-RIx-25;Sollevamento rotore;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-COx;Conversione;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-COx-10;Filtro C.A.;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-COx-11;Circuito di smorzamento;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-COx-12;Ponte di conversione;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-COx-13;Batterie;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-COx-14;Filtro C.C.;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-COx-15;Regolazione;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-COx-16;Ventilazione;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-COx-17;Collegamento A.T. C.C.;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-EGx;Generatore di emergenza;0000;11;1150;MEL;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-EGx-10;Motore primo;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-EGx-11;Ausiliari motore primo;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-EGx-12;Generatore elettrico;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-EGx-13;Ausiliari del generatore elettrico;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-EGx-14;Controllo e regolazione del sistema;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-EGx-15;Montante del generatore;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-SAx;Servizi Ausiliari CA/CC (solo Spagna/LATAM);0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-SAx-10;Corrente Alternata B.T.;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-SAx-11;Corrente Alternata M.T.;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-SAx-12;Corrente Continua;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-SAx-14;Trasformatore SA B.T.;0000;11;1150;TRF;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-SAx-15;Trasformatore SA M.T.;0000;11;1150;TRF;FL_AUXSYST;FL00000H
kkH-yyyy-Gk-SAx-18;Contatori energia;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-S0;Stazione;;;;STE;;FL00000H
kkH-yyyy-S0-SSx;Alimentazione energia e impianti ausiliari;0000;11;1150;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-S0-SSx-10;Impianti elettrici;0000;11;1150;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-S0-SSx-11;Gruppo elettrogeno;0000;11;1150;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-S0-SSx-12;Strumentazioni osservazione e controllo;0000;11;1150;SMI;FL_AUT&CON;FL00000H
kkH-yyyy-S0-SSx-13;Comunicazioni;0000;11;1150;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-S0-SCx;Sistemi di supervisione e controllo stazione;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-S0-SCx-10;Automatismo di stazione;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-S0-SCx-10-01;Elaboratore e.o data logger;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-S0-SCx-10-02;Apparecchiature perturbografiche;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-S0-SCx-10-03;Registratore cronologico di eventi;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-S0-SCx-12;Circ.com.controllo di sezione;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-S0-SCx-13;Circ.com.controllo di sezione >=380 kV;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-S0-SCx-14;Circ.com.controllo di sezione 220 kV;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-S0-SCx-15;Circ.com.controllo di sezione 132-150 kV;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-S0-SCx-16;Circ.com.controllo di sezione <130 kV;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-S0-SCx-17;Circ.com.controllo di sezione <30 kV;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-S0-SCx-18;Contatori energia;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-S0-SCx-19;Protezioni elettriche stazione;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-S0-SMx;Servizi ausiliari M.T.;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-S0-SMx-10;Sensori di corrente e di tensione (TA/TV);0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-S0-SMx-11;Quadri M.T.;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-S0-SMx-12;Automatismi servizi ausiliari M.T.;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-S0-SMx-13;Collegamenti M.T.;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-S0-SMx-14;Trasformatori SA;0000;11;1150;TRF;FL_AUXSYST;FL00000H
kkH-yyyy-S0-SLx;Servizi ausiliari B.T.;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-S0-SLx-10;Sensori di corrente e di tensione (TA/TV);0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-S0-SLx-11;Quadri B.T.;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-S0-SLx-12;Automatismi servizi ausiliari B.T.;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-S0-SLx-13;Collegamenti B.T.;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-S0-SLx-14;Trasformatori SA;0000;11;1150;TRF;FL_AUXSYST;FL00000H
kkH-yyyy-S0-EGx;Generatore di emergenza;0000;11;1150;MEL;FL_AUXSYST;FL00000H
kkH-yyyy-S0-EGx-10;Motore primo;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-S0-EGx-11;Ausiliari motore primo;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-S0-EGx-12;Generatore elettrico;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-S0-EGx-13;Ausiliari del generatore elettrico;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-S0-EGx-14;Controllo e regolazione del sistema;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-S0-EGx-15;Montante del generatore;0000;11;1150;ALI;FL_AUXSYST;FL00000H
kkH-yyyy-S0-DCx;Servizi ausiliari C.C.;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-DCx-10;Quadri raddrizzatori;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-DCx-11;Batterie;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-DCx-12;Quadri in C.C.;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-DCx-16;Collegamenti C.C.;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-RIx;Rifasamento;0000;11;1141;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-RIx-10;Condensatori statici;0000;11;1141;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-RIx-11;Reattori;0000;11;1141;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-RIx-21;Eccitazione sincrono;0000;11;1141;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-RIx-22;Regolatore di tensione;0000;11;1141;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-RIx-23;Supporti;0000;11;1141;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-RIx-24;Impianto di raffreddamento;0000;11;1141;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-RIx-25;Sollevamento rotore;0000;11;1141;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-COx;Conversione;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-COx-10;Filtro C.A.;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-COx-11;Circuito di smorzamento;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-COx-12;Ponte di conversione;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-COx-13;Batterie;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-COx-14;Filtro C.C.;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-COx-15;Regolazione;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-COx-16;Ventilazione;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-S0-COx-17;Collegamento A.T. C.C.;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-Sx;Stazione Linea 1;;;;;;FL00000H
kkH-yyyy-Sx-HVx;Sezione di smistamento AT;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-HVx-10;Sensori di corrente e di tensione (TA/TV);0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-HVx-10-01;Trasformatore di corrente;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-HVx-10-02;Trasformatore di tensione;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-HVx-11;Stallo linea AT;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-HVx-11-14;Interuttore ;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-HVx-11-16;Sezionatore;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-HVx-12;Automatismi servizi ausialiari AT;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-HVx-13;Collegamenti AT;0000;11;1150;ALI;FL_POWLINE;FL00000H
kkH-yyyy-Sx-HVx-14;Stallo parallelo e.o traslazione;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-HVx-14-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-HVx-14-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-HVx-15;Stallo trasformatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-HVx-15-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-HVx-15-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-HVx-16;Linee di proprieta' AT;0000;11;1150;LNA;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-HVx-18;Contatori energia;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Sx-HVx-19;Protezioni elettriche ;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Sx-HVx-20;Stallo rifasamento;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-HVx-20-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-HVx-20-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-HVx-21;Stallo conversione;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-HVx-21-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-HVx-21-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-HVx-22;Stallo S.A.;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-HVx-22-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-HVx-22-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H1x;Sezione di smistamento AT 380 kV;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H1x-10;Sensori di corrente e di tensione (TA/TV);0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H1x-10-01;Trasformatore di corrente;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H1x-10-02;Trasformatore di tensione;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H1x-11;Stallo linea AT;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H1x-11-14;Interuttore ;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H1x-11-16;Sezionatore;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H1x-12;Automatismi servizi ausialiari AT;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H1x-13;Collegamenti AT;0000;11;1150;STL;FL_POWLINE;FL00000H
kkH-yyyy-Sx-H1x-14;Stallo parallelo e.o traslazione;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H1x-14-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H1x-14-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H1x-15;Stallo trasformatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H1x-15-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H1x-15-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H1x-16;Linee di proprieta' AT;0000;11;1150;LNA;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H1x-18;Contatori energia;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Sx-H1x-19;Protezioni elettriche ;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Sx-H1x-20;Stallo rifasamento;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H1x-20-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H1x-20-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H1x-21;Stallo conversione;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H1x-21-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H1x-21-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H1x-22;Stallo S.A.;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H1x-22-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H1x-22-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H2x;Sezione di smistamento AT 220 kV;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H2x-10;Sensori di corrente e di tensione (TA/TV);0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H2x-10-01;Trasformatore di corrente;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H2x-10-02;Trasformatore di tensione;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H2x-11;Stallo linea AT;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H2x-11-14;Interuttore ;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H2x-11-16;Sezionatore;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H2x-12;Automatismi servizi ausialiari AT;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H2x-13;Collegamenti AT;0000;11;1150;STL;FL_POWLINE;FL00000H
kkH-yyyy-Sx-H2x-14;Stallo parallelo e.o traslazione;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H2x-14-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H2x-14-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H2x-15;Stallo trasformatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H2x-15-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H2x-15-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H2x-16;Linee di proprieta' AT;0000;11;1150;LNA;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H2x-18;Contatori energia;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Sx-H2x-19;Protezioni elettriche ;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Sx-H2x-20;Stallo rifasamento;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H2x-20-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H2x-20-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H2x-21;Stallo conversione;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H2x-21-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H2x-21-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H2x-22;Stallo S.A.;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H2x-22-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H2x-22-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H3x;Sezione di smistamento AT 132-150 kV;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H3x-10;Sensori di corrente e di tensione (TA/TV);0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H3x-10-01;Trasformatore di corrente;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H3x-10-02;Trasformatore di tensione;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H3x-11;Stallo linea AT;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H3x-11-14;Interuttore ;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H3x-11-16;Sezionatore;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H3x-12;Automatismi servizi ausialiari AT;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H3x-13;Collegamenti AT;0000;11;1150;STL;FL_POWLINE;FL00000H
kkH-yyyy-Sx-H3x-14;Stallo parallelo e.o traslazione;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H3x-14-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H3x-14-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H3x-15;Stallo trasformatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H3x-15-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H3x-15-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H3x-16;Linee di proprieta' AT;0000;11;1150;LNA;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H3x-18;Contatori energia;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Sx-H3x-19;Protezioni elettriche ;0000;11;1180;ALI;FL_AUT&CON;FL00000H
kkH-yyyy-Sx-H3x-20;Stallo rifasamento;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H3x-20-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H3x-20-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H3x-21;Stallo conversione;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H3x-21-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H3x-21-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H3x-22;Stallo S.A.;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H3x-22-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H3x-22-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H4x;Sezione di smistamento AT < 132 kV;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H4x-10;Sensori di corrente e di tensione (TA/TV);0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H4x-10-01;Trasformatore di corrente;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H4x-10-02;Trasformatore di tensione;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H4x-11;Stallo linea AT;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H4x-11-14;Interuttore ;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H4x-11-16;Sezionatore;0000;11;1150;ALI;FL_HVSECT;FL00000H
kkH-yyyy-Sx-H4x-12;Automatismi servizi ausialiari AT;0000;11;1150;ALI;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H4x-13;Collegamenti AT;0000;11;1150;STL;FL_POWLINE;FL00000H
kkH-yyyy-Sx-H4x-14;Stallo parallelo e.o traslazione;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H4x-14-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H4x-14-16;Sezionatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H4x-15;Stallo trasformatore;0000;11;1150;STL;FL_ELECEQ;FL00000H
kkH-yyyy-Sx-H4x-15-14;Interuttore ;0000;11;1150;STL;FL_ELECEQ;FL00000H
