FL;Description;AM Section;AM Part;AM Component;Element Type;Tech.Obj.SAP CODE;Catalog Profile
kkS-yyyy-yn-kn-D1-MP;MPPT control system;0000;18;1841;;FL_INVCOMP;FL00000S
kkS-yyyy-yn-kn-D1-GI;Ground Impedence system;0000;18;1841;;FL_INVCOMP;FL00000S
kkS-yyyy-yn-kn-CO;Consumables;0000;18;1841;;FL_INVCOMP;FL00000S
kkS-yyyy-yn-kn-AR;Cooling Fans;0000;18;1841;;FL_INVCOMP;FL00000S
kkS-yyyy-yn-kn-DS;DC Disconnect Switch;0000;18;1841;;FL_INVCOMP;FL00000S
kkS-yyyy-yn-kn-HI;MPPT 1 Human machine interface;0000;18;1841;;FL_INVCOMP;FL00000S
kkS-yyyy-yn-kn-PS;External Power supply;0000;18;1850;;FL_AUXSYST;FL00000S
kkS-yyyy-yn-kn-nn;Combiner nn;0000;18;1840;;FL_COMBINE;FL00000S
kkS-yyyy-yn-kn-nn-01;PV Strings;0000;18;1841;;FL_STRING;FL00000S
kkS-yyyy-yn-kn-nn-MS;Panel Fixed Metal Structure;0000;18;1860;STS;FL_SUPSTRU;FL00000S
kkS-yyyy-yn-kn-nn-TT;Tracker System;0000;18;1850;;FL_TRACKER;FL00000S
